url,name,total_time,rating_value,rating_count,calories,fat_g,sat_fat_g,sugar_g,fiber_g,cholesterol_mg,sodium_mg,carbs_g,protein_g,ingredients
feastandwest.com/classic-pimms-cup/,Pimm's No. 1 Cup,5m,5,55,201,0.03,0.01,16,0.04,N/A,13,17,0.1,"2 ounces Pimm’s No. 1 liqueur; ½ ounce lemon juice; 6 ounces ginger ale (or lemon-lime soda); 2 dashes Angostura bitters; cucumber ribbon (or cucumber spear, for garnish); strawberries (or other fresh berries, for garnish); sprigs of mint (for garnish)"
feastandwest.com/apple-cider-margaritas/,Apple Cider Margaritas,5m,5,55,329,0.5,0.1,37,5,N/A,8,47,1,1 wedge lime  (for rim); 1 tablespoon cinnamon sugar (for rim); 4 ounces apple cider; 2 ounces triple sec; 3 ounces blanco tequila; 2 ounces lime juice; ½ ounce pure maple syrup; 2 slices apple  (for garnish); 2 sticks cinnamon (for garnish)
www.loveandlemons.com/air-fryer-cauliflower/,Air Fryer Cauliflower,35m,4.9,87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 cup panko bread crumbs; 1½ teaspoons smoked paprika; ½ teaspoon garlic powder; ½ teaspoon onion powder; ½ teaspoon cayenne pepper; Heaping ¼ teaspoon sea salt; 1  large egg; 2 cups small cauliflower florets; Extra-virgin olive oil (for drizzling)
www.recipetineats.com/italian-almond-cookies-ricciarelli/#wprm-recipe-container-63025,Italian Almond Cookies (Ricciarelli) - gluten free!,15m,4.99,61,127,8,1,8,2,N/A,20,11,4,"2 cups  almond meal or blanched ground almonds ((Note 1)); 1/2 cup caster / superfine sugar ((Note 2)); 2 tsp lemon zest ((1 lemon)); 3 drops natural almond extract; 1/8 tsp salt; 1/2 cup dried cherries (, chopped (Note 3)); 2  egg whites (, at room temperature (from 2 large eggs, Note 4)); 2 tsp honey; 1  Extra egg white; 1 1/2 cups flaked almonds"
cookieandkate.com/mexican-kale-quinoa-salad/,Mexican(ish) Kale & Quinoa Salad,40m,5,55,542,29.7,5.9,2.2,13,11,1435.5,54.3,20.6,"1 cup quinoa, rinsed in a fine-mesh colander; 2 cups water; &frac12; cup pepitas (hulled pumpkin seeds); 1 small bunch of curly green or Tuscan kale, tough ribs removed and chopped into small pieces (or about 3 cups roughly chopped baby spinach); Fine sea salt; 1 can (15 ounces) black beans, rinsed and drained, or 1 &frac12; cups cooked black beans; &frac12; cup thinly sliced green onions or finely chopped red onion; &frac12; cup lightly packed chopped fresh cilantro; &frac12; cup oil-packed sun-dried tomatoes, rinsed and chopped; &#8531; cup crumbled feta cheese (optional); 1 to 2 medium jalapeños, seeds and membranes removed, chopped; &frac14; cup olive oil; 3 to 4 tablespoons fresh lime juice (about 2 medium limes); &frac34; teaspoon ground cumin; &frac12; teaspoon fine sea salt"
www.recipetineats.com/no-washing-up-ham-egg-cheese-pockets/#wprm-recipe-container-22061,"No Washing Up Ham, Egg &amp; Cheese Pockets",28m,4.95,77,415,20.1,9.1,1.1,5.2,222,921,34.8,25,"2  soft large wraps / tortillas ((approx 23 cm / 9"" diameter) (Note 1)); 110-150 g / 3.5-5 oz   ham slices ((Note 3)); 1/2 - 2/3 cups grated cheddar or tasty cheese ((or any other melting cheese) (Note 2)); 2  eggs"
www.recipetineats.com/asian-mushroom-ramen-noodle-recipe/#wprm-recipe-container-35328,Asian Mushroom Ramen Noodles,15m,4.99,60,289,14,7,3,1,N/A,560,34,8,"2  packets ramen or other instant noodles (, uncooked, discard seasoning (Note 1)); 1.5 tbsp vegetable oil ((or other neutral flavoured oil)); 400g / 14 oz   mushrooms (, sliced (any type)); 2  garlic cloves (, minced); 2 tsp sesame oil ((or more oil) (Note 2)); 5  green onion stems ((shallots/scallions)); 1 1/4 cups (315 ml)   water, plus more as needed; 1 tbsp dark soy sauce ((Note 3)); 1 tbsp Oyster sauce ((or Hoisin, Note 4)); 2 tsp Hoisin sauce ((or more Oyster sauce)); 1 tbsp mirin ((Note 5))"
feastandwest.com/prickly-pear-margaritas/,Prickly Pear Margaritas,5m,4.99,57,225,0.1,0.01,26,0.1,N/A,19,28,0.1,3 ounces blanco tequila; 1 ounce triple sec; 2 ounces prickly pear syrup; 2 ounces lime juice
www.loveandlemons.com/mediterranean-chickpea-salad/,Mediterranean Chickpea Salad,20m,4.99,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 tablespoons extra-virgin olive oil; 3  garlic cloves (minced); 1 tablespoon lemon zest; 2 tablespoons lemon juice; 3/4 teaspoon sea salt; Freshly ground black pepper; 1 ½ teaspoon cumin seeds*; 2 cups cooked chickpeas (drained and rinsed); 1 cup cherry tomatoes (halved); 4  Medjool dates (pitted and diced); 3  Persian cucumbers (sliced into thin half moons); ⅓ cup chopped roasted red peppers; ¼ cup finely chopped parsley; 3 ounces Roth Chèvre Honey Goat Cheese; ¼ cup fresh mint; ⅓ cup roasted chickpeas (optional)
feastandwest.com/tequila-sunrise/,Tequila Sunrise,5m,5,53,239,N/A,N/A,20,1,N/A,6,27,1,2 ounces blanco tequila; 4 ounces orange juice (pulp-free); ½ ounce grenadine syrup; 1  orange slice (for garnish); 1  maraschino cherry (for garnish)
feastandwest.com/strawberry-mojito/,Strawberry Mojito,5m,5,53,226,0.1,0.01,23,1,N/A,30,26,0.4,3-4  strawberries (sliced); 8-10 leaves mint; 1 ounce simple syrup; 1 ounce lime juice; 2 ounces light rum; 2 ounces club soda; 1  strawberry (for garnish); 1 sprig mint (for garnish)
feastandwest.com/salty-dog/,Salty Dog Drink,5m,5,53,274,N/A,N/A,N/A,N/A,N/A,6347,11,1,2 ounces gin or vodka; 4 ounces grapefruit juice; coarse salt (for rim); grapefruit slice (for garnish); lime slice (for garnish)
feastandwest.com/pumpkin-spice-latte/,Homemade Pumpkin Spice Latte,5m,5,53,160,8,4,18,0.1,26,67,20,5,⅓ cup espresso (or very strong coffee); ½ ounce pumpkin spice syrup (to taste); ½ cup whole milk (or your favorite milk); ¼ cup whipped cream (optional); 1 pinch pumpkin pie spice  (or ground cinnamon)
feastandwest.com/kentucky-mule-cocktail/,Kentucky Mule Cocktail,5m,5,53,167,0.02,N/A,8,0.3,N/A,7,10,0.1,2 ounces bourbon whiskey; 3/4 ounce fresh lime juice; 3-4 ounces ginger beer; lime wheel  (or lime wedge for garnish); fresh mint sprigs (for garnish)
feastandwest.com/italian-soda/,Italian Soda,5m,5,53,76,N/A,N/A,21,N/A,N/A,52,21,N/A,1-2 ounces flavored simple syrup (to taste); 6 ounces club soda; ice
feastandwest.com/irish-cream-cold-brew/,Irish Cream Cold Brew,20m,5,53,80,3,2,12,N/A,11,15,12,1,½ cup sugar; ½ cup water; ¾ teaspoon unsweetened cocoa powder; ¾ teaspoon instant espresso powder; 1 teaspoon vanilla extract; 1 teaspoon Irish whiskey (optional); ½ cup whipping cream; 1 tablespoon Irish cream liqueur (or Irish cream syrup (see note)); 1 tablespoon sugar; 10 ounces cold brew coffee; ½ ounce Irish cream syrup; ¼ cup Irish cream cold foam
feastandwest.com/demerara-simple-syrup/,Demerara Syrup,15m,5,53,80,N/A,N/A,20,N/A,N/A,2,20,N/A,1 cup demerara sugar ((2 cups for rich syrup)); 1 cup water
www.skinnytaste.com/amazing-flour-less-brownies/,Black Bean Brownies,45m,4.84,161,144,5,0.5,17.5,3.5,23.5,91,25,4,"1  14 oz canned low-sodium black beans, rinsed and drained; 2  large eggs; 1/2 cup cocoa powder; 3/4 cup sugar; 1/2 teaspoon oil; 1 tablespoon unsweetened almond milk (or dairy, skim); 1 teaspoon balsamic vinegar; 1/2 teaspoon baking powder; 1/2 teaspoon baking soda; 1/2 teaspoon of freshly ground coffee or instant coffee; 1 cup semisweet chocolate chips (divided (Hershey's))"
www.loveandlemons.com/chocolate-zucchini-bread/,Chocolate Zucchini Bread,60m,4.88,102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2½ cups all-purpose flour (spooned and leveled); ⅓ cup unsweetened cocoa powder (sifted if lumpy); 1 tablespoon baking powder; 1 teaspoon baking soda; 1 teaspoon sea salt; 1 teaspoon cinnamon; ½ teaspoon nutmeg; 3  large eggs; 1 cup vegetable oil; 1 cup granulated sugar; 2 teaspoons vanilla extract; 3 cups shredded zucchini; 1 cup semisweet chocolate chips (plus more for sprinkling)
omnivorescookbook.com/authentic-mapo-tofu/,Authentic Mapo Tofu (麻婆豆腐),25m,4.93,90,194,14.1,3.3,2.6,1,19,605,5.1,13.6,"4 oz ground pork ((or chicken, or turkey) (*Footnote 1)); 2 teaspoons Shaoxing wine ((or dry sherry)); 1 teaspoon light soy sauce; 1/2 teaspoon minced ginger; 1 teaspoon cornstarch ((optional) (*Footnote 2)); 2 teaspoons Sichuan peppercorns; 1 tablespoon peanut oil ((or vegetable oil)); 3 tablespoons Doubanjiang (, reduce to 2 tablespoons for a less saltier and less spicy taste); 2  green onion (, chopped); 1 block firm or medium firm tofu (, cut into 1.5cm (1/2 inch) squares); 1 cup chicken stock ((or water)); 2 teaspoons homemade chili oil ((*Footnote 3)); 1/4 teaspoon five-spice powder; 1 teaspoon sugar ((or to taste))"
www.loveandlemons.com/oatmeal-pancakes/,Oatmeal Pancakes,25m,4.86,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,½ cup unsweetened almond milk (plus more as needed); ½ cup whole milk Greek yogurt; 1  large egg; 2 tablespoons maple syrup (plus more for serving); 1 tablespoon avocado oil (plus more for the pan); 1 teaspoon vanilla extract; 2 cups whole rolled oats; 2 teaspoons baking powder; ½ teaspoon cinnamon; ½ teaspoon sea salt; Fresh fruit (for serving)
www.skinnytaste.com/shrimp-and-andouille-sheet-pan-dinner/,Shrimp &amp; Andouille Sheet Pan Roast,40m,4.97,62,374,18,3.5,6.5,6.5,189,1050.5,18,38,"¾ pound large shrimp (peeled); 2 Tbsp olive oil (divided); 1 ½ tsp Creole seasoning (divided); 1  small head broccoli; 5 oz Baby Bella mushrooms; 2 to 3  stalks celery; 1  red bell pepper (sliced); ½  large red onion (sliced); ¾ pound smoked sausage (preferably andouille, sliced); ½ tsp garlic powder; ¼ tsp cayenne pepper; 1  lemon  (for serving); Steamed rice (optional for serving)"
feastandwest.com/watermelon-mojito/,Watermelon Mojito,10m,5,52,312,1,N/A,31,7,N/A,32,45,5,12 1- inch chunks or balls of watermelon; 8-10  mint leaves; 1 ounce simple syrup; 1 ounce lime juice; 2 ounces light rum; 2 ounces club soda; small watermelon slice (for garnish); mint sprig (for garnish)
feastandwest.com/iced-caramel-macchiato/,Iced Caramel Macchiato,5m,5,52,243,6,3,43,N/A,18,226,43,6,1 shot espresso (slightly cooled); ½ ounce vanilla syrup; ¾ cup whole milk; ice; 2 tablespoons caramel sauce (for garnish)
feastandwest.com/ginger-simple-syrup/,Ginger Syrup,25m,5,52,65,0.1,0.002,17,0.02,N/A,2,17,0.02,1 piece ginger root (about 3 or 4 inches long); 1 cup water; ½ cup sugar
cookieandkate.com/masala-lentil-salad-with-cumin-roasted-carrots/,Masala Lentil Salad with Cumin Roasted Carrots,55m,5,52,424,18.8,2.7,12.9,11.1,0,419.1,54,14.3,"1 &frac12; pounds carrots, peeled and sliced into &frac12;-inch rounds; 2 tablespoons extra-virgin olive oil; 1 tablespoon maple syrup; 1 &frac12; teaspoons ground cumin; Salt and freshly ground black pepper; 1 cup dried beluga or French green lentils, or 2 cans (15 ounces each) lentils, drained and rinsed; &frac12; medium red onion, finely chopped; 2 cups firmly packed baby arugula, mizuna, or baby kale; &#8531; cup chopped fresh mint leaves; Toasted pumpkin seeds, sunflower seeds, or pine nuts ; 3 tablespoons extra-virgin olive oil; 1 clove garlic, pressed or minced; 1 teaspoon minced or finely grated ginger; 1 teaspoon garam masala (scale back if you don&#8217;t completely love garam masala); 2 tablespoons apple cider vinegar; &frac12; teaspoon salt; Freshly ground black pepper; Pomegranate molasses (optional; I didn&#8217;t use any)"
www.skinnytaste.com/orzo-with-zucchini-and-tomato/,Orzo with Zucchini and Tomato,20m,4.95,67,144,5.5,1.5,1.5,1.5,5,119,17.5,5.5,5 oz uncooked orzo pasta; 1/2  large zucchini (1/4-inch dice (5 ounces total)); 1  small plum or Campari tomato (diced); 2 cloves garlic (smashed and finely chopped); 1 tablespoon extra virgin olive oil; kosher salt and fresh pepper to taste; 1/4 cup fresh grated Parmesan or Pecorino
www.recipetineats.com/cinnamon-apple-teacake/#wprm-recipe-container-46693,Cinnamon Apple Teacake,50m,4.95,77,299,17,5,20,2,46,111,35,3,"600g/ 1.2 lb   Granny Smith apples, peeled and cored (or any other - red, green, golden) ((4 large, 5 small/medium, Note 1)); 2 1/2 tsp cinnamon powder; 50g/ 3 tbsp   unsalted butter (, melted); 2 tbsp white sugar; 1 1/2 cups flour (, plain/all purpose); 2 tsp baking powder; 1/2 tsp salt; 4 tbsp/ 60g   unsalted butter (, melted); 1/2 cup oil ((canola, vegetable)); 2  large eggs (, at room temperature (~55g/1.95 oz each) (Note 2)); 3/4 cup white sugar (, caster / superfine best (but not essential)); 2 tsp vanilla extract; 1 1/2 tbsp apricot jam ((or other flavour)); 1 tbsp water"
www.skinnytaste.com/greek-chickpea-salad/,Greek Chickpea Salad,5m,4.96,68,292,16,5.5,4,6.5,25,713.5,28.5,11,15 ounce can chickpeas (rinsed and drained); 2 cups diced Persian cucumber; 1  green bell pepper (sliced); 1 1/3 cups grape tomatoes (halved); 20  kalamata or gaeta olives; 1/4 cup red onion (sliced lengthwise); 4 ounces fresh feta (sliced thick); Dressing:; juice of 2 fresh lemons; 2 tablespoons extra virgin olive oil; 2 teaspoons fresh oregano leaves (minced); 1/4 teaspoon kosher salt; freshly ground black pepper (to taste)
www.recipetineats.com/sexy-lentil-salad/#wprm-recipe-container-22142,Sexy Lentil Salad,35m,4.96,68,341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 cup / 200g   dried green lentils ((or other lentils) (Note 1 for canned)); 1 cup / 200g   vegetable or chicken broth ((or water + 1 bouillon cube, crumbled)); 1 1/2 cups / 375 ml  water; 1  large garlic clove (, smashed (Note 2)); Lemon peel ((about 1.5 x 5 cm / 3/4 x 2"")); 1  bay leaf (, dry or fresh); 2  sprigs thyme (, or 1/2 tsp dried thyme); 1  rib celery (, broken into 3 or 4 pieces (or just a handful of leafy fronds)); 250 g / 8oz   cherry tomatoes (, halved or quartered (Note 3)); 2  cucumbers (, cut into quarters then diced); 1  red onion (, finely diced); ¼ cup coriander / cilantro (, finely chopped); ¼ cup parsley (, finely chopped); 90 g / 3 oz   feta (, crumbled (or more!)); 2  handfuls rocket / arugula lettuce ((optional - bed for salad)); 2 tsp lemon zest; 2 tbsp lemon juice; 1/3 cup / 85 ml  extra virgin olive oil; 1 tsp Dijon mustard; 1  garlic clove (, minced); 1 tsp sugar, optional; ½ tsp salt + black pepper"
www.skinnytaste.com/fiesta-bean-salad/,Fiesta Bean Salad Recipe,10m,4.95,58,335,11.5,2,0.5,15.5,N/A,481.5,47,14,2 cloves garlic (minced); 3 tbsp fresh lime juice; 1 tbsp extra virgin olive; 1 tsp cumin; pinch crushed red pepper flakes; 1/2 teaspoon salt; 15 oz can black beans (rinsed and drained); 1 cup canned chickpeas (rinsed and drained); 1 cup cherry tomatoes (halved); 1/4 cup minced red onion (finely diced); 1/4 cup cilantro (chopped); 1  medium avocado (diced)
funmoneymom.com/harry-potter-pumpkin-pasties/,Pumpkin Pasties,30m,4.97,63,193,8,3,11,2,27,128,27,3,1 box Refrigerated pie crust (1 box contains two crusts); 1 cup pumpkin puree; 5 tablespoons sugar (plus more for sprinkling - optional); 1 teaspoon ground cinnamon; pinch kosher salt; 1  egg
funmoneymom.com/easy-halloween-punch-recipe-non-alcoholic/,Easy Halloween Punch Recipe (Non-alcoholic),10m,4.97,63,265,3,2,46,2,2,77,57,2,2 quarts lime sherbet; 1  bottle Sprite (2 liters); 2 cups pineapple juice; green gel food coloring; 1 bag gummy worms (for garnish)
www.loveandlemons.com/blueberry-oatmeal-casserole/,Blueberry Oatmeal Casserole,60m,5,51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 tablespoons ground flaxseed + 6 tablespoons warm water; 2 cups whole rolled oats; ½ cup slivered almonds; ½ cup hemp seeds; ⅔ cup coconut flakes; 1/4 cup brown sugar or coconut sugar; 1 teaspoon baking powder; 1 teaspoon cinnamon; ¾ teaspoon sea salt; ¾ cup almond milk (at room temp); 1/4 cup maple syrup; 3 tablespoons melted coconut oil; 1  banana (chopped); 1 cup strawberries (sliced); ½ cup blueberries
feastandwest.com/homemade-grenadine-syrup/,Grenadine Syrup,20m,5,51,51,0.1,0.03,12,0.2,N/A,3,13,0.1,2 cups pomegranate juice; 2/3 cup granulated sugar; 1  lemon (juiced)
feastandwest.com/gin-and-tonic/,Gin &amp; Tonic,5m,5,51,131,N/A,N/A,N/A,N/A,N/A,24,N/A,N/A,2 ounces gin; 4 ounces tonic water; lime or lemon slices (for garnish)
www.budgetbytes.com/mini-garden-turkey-loaves/,Mini Garden Turkey Loaves,60m,4.84,108,267.4,10.87,N/A,N/A,1.92,N/A,729.08,21.82,21.32,1 Tbsp olive oil ($0.16); 1  small onion ($0.36); 1 clove garlic ($0.16); 2  medium carrots ($0.27); 1  small zucchini ($0.73); 8 oz button mushrooms ($1.79); 3/4 tsp salt ($0.05); Freshly cracked pepper ($0.05); 1 Tbsp Worcestershire sauce ($0.06); 1/4 cup ketchup ($0.20); 1  large egg ($0.18); 3/4 cup plain breadcrumbs ($0.36); 19 oz package ground turkey 93% lean* ($4.59); 1/2 cup ketchup ($0.41); 2 Tbsp brown sugar ($0.03); 2 Tbsp apple cider vinegar ($0.12)
www.budgetbytes.com/mexican-lentil-stew/,Mexican Red Lentil Stew,50m,4.85,102,268.64,3.41,N/A,N/A,8.29,N/A,908.99,46.67,14.91,2 cups dry red lentils  ($3.46*); 1 Tbsp olive oil  ($0.16); 1  medium onion  ($0.37); 3-4  stalks celery  ($0.79); 4 cloves garlic  ($0.32); 2 14.5 oz cans fire roasted diced tomatoes  ($2.38); 1/2 Tbsp chili powder  ($0.15); 1 tsp cumin  ($0.10); 1/2 tsp turmeric  ($0.05); 4 cups vegetable broth  ($0.52**); 10-15  dashes hot sauce  ($0.15); 1  medium lime  ($0.39); 1/2  bunch cilantro  ($0.50)
pinchofyum.com/brown-butter-scallops-parmesan-risotto,Brown Butter Scallops with Parmesan Risotto,30m,4.9,102,411,23.8,10.8,0.5,0.7,67.4,719.4,20.7,24.4,1 tablespoon butter; 1 minced clove garlic or 1 minced shallot (or both); 1 cup arborio rice; 1/2 cup white wine; 3-ish cups of chicken broth; 1/2 cup Parmesan cheese; 1 tablespoon grapeseed oil; 1 pound jumbo scallops; 1 tablespoon olive oil; 1 clove minced garlic; 4 cups spinach or kale; 3 tablespoons butter
www.justonecookbook.com/sukiyaki/,Sukiyaki,30m,4.75,285,767,31,10,18,10,255,1314,61,50,"2 cups water; 1 piece kombu (dried kelp) ((2 x 2 inches, 5 x 5 cm; 5 g per piece)); ½ cup sake; ½ cup mirin; 3 Tbsp sugar; ½ cup soy sauce; 4 leaves napa cabbage ((12 oz, 340 g)); ¼ bunch shungiku (chrysanthemum greens) ((3.5 oz, 100 g)); 1  Tokyo negi (naga negi; long green onion); 6 inches gobo (burdock root) ((1.6 oz, 45 g)); ½  onion ((3.5 oz, 100 g)); ½ package enoki mushrooms ((1.75 oz, 50 g; skip or use other mushrooms)); ½ package maitake mushrooms ((1.75 oz, 50 g; skip or use other mushrooms)); 2  shiitake mushrooms ((1.75 oz, 50 g; skip or use other mushrooms)); ½ package broiled tofu (yaki dofu) ((one package is 9 oz, 255 g; or use medium-firm (momen) tofu)); 1½ inches carrot ((optional, for decoration and color)); ½ package shirataki noodles ((3.5 oz, 100 g; or cellophane/yam noodles)); ½ lb thinly sliced beef (such as ribeye); 1 Tbsp neutral oil ((or 1 small piece of suet (raw beef fat))); 2  large eggs (50 g each w/o shell); 1 serving udon noodles ((cooked and drained))"
www.recipetineats.com/slow-cooker-mexican-chicken-soup/#wprm-recipe-container-26555,Slow Cooker Mexican Chicken Soup,490m,4.96,65,352,7,1,7,11,46,1215,46,28,"1 tbsp olive oil; 1  onion (, diced (brown, white, yellow)); 1  red capsicum/bell pepper (, large, diced); 3 cloves garlic (, minced); 3 cups (750ml)  chicken broth/stock (, low sodium); 800g / 28 oz  canned black beans, drained ((2 cans, or other beans, Note 1)); 800g / 28 oz  canned corn, drained ((2 cans, or 500g/1lb frozen or fresh corn)); 800g / 28oz  crushed canned tomato (OR 700g tomato passata (Note 2)); 500g / 1 lb   chicken breast; 1 tbsp dried oregano; 2 tsp cumin powder; 2 tsp paprika powder; 1 tsp each onion powder and garlic powder ((or 2 tsp of one of them)); 1 tsp cayenne pepper ((optional, adjust spiciness)); 1 tsp each salt + black pepper; Shredded cheese ((recommended)); Sour cream or yogurt ((recommended)); Coriander/cilantro ((recommended)); Lime wedges ((recommended)); Avocado, diced; Corn chips or tortillas (, for dunking)"
www.skinnytaste.com/pork-chops-with-dijon-herb-sauce-525-ww/,Pork Chops with Dijon Herb Sauce,30m,4.95,72,180,5,2,0.5,N/A,86.5,400,1,29,"1 tsp butter; 4  pork chops (22 oz with bone, fat removed, 1 inch thick, trim all visible fat); 1/2 tsp salt; fresh ground pepper; 3 tbsp chopped onion; 3/4 cup chicken stock or broth; 1 tbsp dijon mustard; 2 tbsp chopped (fresh herbs like parsley, chives)"
www.loveandlemons.com/carrot-cake-cookies/,Carrot Cake Cookies,N/A,4.93,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 tablespoons ground flaxseed; 5 tablespoons warm water; 1 cup oat flour; 1 cup additional whole rolled oats; ½ cup almond flour; ½ teaspoon baking powder; ½ teaspoon baking soda; 1 teaspoon cinnamon; ½ teaspoon nutmeg; ½ teaspoon sea salt; 1 cup grated carrots ((about 3 medium)); ½ cup almond butter; ¼ cup coconut oil (melted); ½ cup maple syrup; 1 teaspoon vanilla extract; ⅓ cup chopped walnuts or pecans; 1/2 recipe Vegan Cream Cheese Frosting (optional)
feastandwest.com/jack-and-coke/,Jack & Coke,5m,5,50,210,0.1,N/A,16,1,N/A,7,18,0.3,2 ounces Tennessee Whiskey; 6 ounces cola; 1  lime wedge (for garnish)
feastandwest.com/green-beer/,Green Beer,5m,5,50,12,N/A,N/A,N/A,N/A,N/A,1,1,0.1,12 ounces beer  (light-colored (see notes)); 1-2 drops green food coloring (or mix 1 drop yellow plus 1 drop blue)
feastandwest.com/caramel-brulee-latte/,Caramel Brûlée Latte,8m,5,50,177,9,5,18,N/A,31,114,20,5,"⅓ cup espresso ( or very strong coffee); ½ ounce caramel syrup (or caramel sauce, plus more for garnish (optional)); ½ cup whole milk (or 2% milk or your milk of choice); ¼ cup whipped cream; 1 teaspoon crushed toffee bits"
www.budgetbytes.com/greek-turkey-rice-skillet/,Greek Turkey and Rice Skillet,35m,4.89,98,600.1,34.83,N/A,N/A,3.35,N/A,1012.08,43,27.9,"1 Tbsp olive oil ($0.13); 2 cloves garlic, minced ($0.16); 19 oz. Ground turkey, 97% lean ($4.59); 1 tsp dried oregano ($0.10); 1/4 tsp  salt ($0.02); Freshly cracked pepper  ($0.03); 1 cup long grain white rice, uncooked ($0.66); 1/4 lb frozen cut leaf spinach ($0.42); 1/3 cup sun dried tomato halves (about 7 pcs), sliced ($1.00); 1/2 cup kalamata olives, sliced ($1.08); 1.5 cups chicken broth* ($0.21); handful  fresh parsley  ($0.25); 1  fresh lemon ($0.75); 1 oz feta ($0.56)"
www.loveandlemons.com/citrus-salad/,Citrus Salad with Fennel & Avocado,30m,4.97,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1  fennel bulb (sliced into wedges and roasted); 1  fennel bulb (very thinly sliced); 5  radicchio leaves (torn); 2  satsumas or 1 small orange (segmented); 1  small pink grapefruit (segmented); 1  avocado (sliced); 2 tablespoons pine nuts; ¼ cup shaved pecorino; ¼ cup fresh mint leaves; Sea salt and freshly ground black pepper; ¼ cup extra-virgin olive oil; 2 tablespoons lemon juice; 1  garlic clove (grated); ½ teaspoon Dijon mustard; ¼ teaspoon sea salt
pinchofyum.com/cashew-coffee,Unbelievably Good Cashew Coffee,5m,4.9,99,378,24.9,4.4,20.6,1.9,0,596.1,34.5,10.8,1 serving of strongly brewed coffee (about 1 1/2 cups); 1/4 cup cashews (roasted and unsalted is my favorite); 1 tablespoon honey (more or less to taste); a small pinch of coarse sea salt
www.loveandlemons.com/pickled-jalapenos/,Pickled Jalapeños,10m,4.91,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10  jalapeño peppers (thinly sliced); 2  whole garlic cloves (peeled); 1 cup distilled white vinegar; 1 cup water; ⅓ cup cane sugar; 1 tablespoon sea salt
feastandwest.com/baileys-whipped-cream/,Bailey's Whipped Cream,5m,4.99,53,136,12,7,5,N/A,34,8,6,1,1 cup heavy whipping cream; 3 tablespoons confectioners sugar; 2 ounces Irish cream liqueur (to taste)
feastandwest.com/apple-cider-sangria/,Apple Cider Sangria,70m,4.99,53,114,0.1,0.02,16,1,N/A,12,18,0.2,"2  red apples (sliced or diced); 2  cinnamon sticks; 750 milliliters white wine (such as Sauvignon Blanc, Chardonnay or Pinot Grigio, chilled); 2 cups apple cider; ½ cup brandy (bourbon or dark rum); ¼ cup orange liqueur (such as Grand Marnier or Cointreau); 24 ounces ginger beer; 2 tablespoons cinnamon sugar (for rim); 1 teaspoon pure maple syrup; 12 whole cinnamon sticks (for garnish); 12 pieces star anise (for garnish); 12 sprigs fresh rosemary (for garnish)"
omnivorescookbook.com/spam-musubi/,Barter-Worthy Spam Musubi,45m,4.89,106,279,12.4,4.6,3.1,0.5,30,525,32,8.3,"1 teaspoon vegetable oil; 1 can   low-sodium Spam (12 oz. / 340 g can) (, sliced into 8 pieces); 1/4 cup water; 2 teaspoons soy sauce; 2 tablespoons sugar; 4 cups cooked sushi rice ((or regular cooked short grain white rice) (*Footnote)); 3  sheets roasted seaweed (nori) (, cut into 8 strips about 2” (5 cm) wide and 9” (23 cm) long)"
funmoneymom.com/little-debbie-christmas-tree-cake-dip/,Little Debbie Christmas Tree Cake Dip,10m,5,49,491,9,5,50,0.4,26,812,94,11,"8 ounces cream cheese (softened); 5  Little Debbie Christmas Tree Snack Cakes (plus one extra for the top, optional); 1 teaspoon vanilla extract; ¼ cup milk; 16 oz. Cool Whip; Red and green sugar sprinkles for topping"
feastandwest.com/sesame-thyme-pita-chips/,Homemade Pita Chips,25m,5,49,527,37,5,0.02,2,N/A,1177,42,7,4  pita pockets; ½ cup extra virgin olive oil; 3 teaspoons za'atar seasoning; 1 teaspoon sea salt; ½ teaspoon freshly ground black pepper
feastandwest.com/nutty-irishman-drink/,Nutty Irishman,5m,5,49,397,14,7,13,0.5,11,1,17,3,2 ounces Irish cream liqueur; 2 ounces hazelnut liqueur; 2 ounces Irish whiskey; ¼ cup whipped cream  (or Irish cream whipped cream); 1 teaspoon chopped toasted hazelnuts (for garnish)
feastandwest.com/jalapeno-simple-syrup/,Jalapeño Simple Syrup,75m,5,49,78,0.1,0.003,20,0.1,N/A,52,20,0.03,1 cup water; 1 cup sugar; 2  jalapeños (sliced)
